epoch,acc,loss,val_acc,val_loss
0,0.796374990105629,0.5877114854454994,0.744708995194177,0.6407028458736561
1,0.8104999895095826,0.5385244684815407,0.7702482655177428,0.6350090413691312
2,0.8196249881982803,0.4949667655825615,0.8177655619433802,0.5299198863513109
3,0.8336607019901275,0.45583953961730006,0.8205128110032476,0.5012864144439371
4,0.841874988436699,0.4305173704624176,0.799348793987535,0.8588336492196108
